# X,Y,Z,FA
73,129,105,0.000000
73,129,106,0.278757
73,129,107,0.312855
73,130,102,0.000000
73,130,103,0.000000
73,130,104,0.000000
73,130,105,0.274990
73,130,106,0.275709
73,131,101,0.000000
73,131,102,0.000000
73,131,103,0.000000
73,131,104,0.000000
73,131,105,0.276628
73,131,106,0.245274
73,132,101,0.000000
73,132,102,0.000000
73,132,103,0.000000
73,132,104,0.286069
73,132,105,0.277522
73,132,106,0.234868
73,133,101,0.000000
73,133,102,0.000000
73,133,103,0.000000
73,133,104,0.312855
73,133,105,0.279306
73,133,106,0.228521
73,134,100,0.000000
73,134,101,0.000000
73,134,102,0.000000
73,134,103,0.308950
73,134,104,0.308950
73,134,105,0.300345
73,134,106,0.222702
73,135,100,0.000000
73,135,101,0.000000
73,135,102,0.000000
73,135,103,0.299982
73,135,104,0.305820
73,135,105,0.307873
73,136,99,0.000000
73,136,100,0.000000
73,136,101,0.000000
73,136,102,0.302454
73,136,103,0.284428
73,136,104,0.317075
73,136,105,0.203196
73,137,99,0.000000
73,137,100,0.000000
73,137,101,0.000000
73,137,102,0.300345
73,137,103,0.276935
73,137,104,0.270799
73,137,105,0.187106
73,138,98,0.000000
73,138,99,0.000000
73,138,100,0.000000
73,138,101,0.319180
73,138,102,0.291299
73,138,103,0.275672
73,138,104,0.212299
73,139,98,0.000000
73,139,99,0.000000
73,139,100,0.326354
73,139,101,0.307873
73,139,102,0.457374
73,140,97,0.000000
73,140,98,0.000000
73,140,99,0.000000
73,140,100,0.307836
73,140,101,0.326354
73,140,102,0.476280
73,141,96,0.000000
73,141,97,0.000000
73,141,98,0.000000
73,141,99,0.318467
73,141,100,0.332891
73,141,101,0.454154
73,142,95,0.000000
73,142,96,0.000000
73,142,97,0.000000
73,142,98,0.303011
73,142,99,0.320114
73,142,100,0.451175
73,143,95,0.000000
73,143,96,0.000000
73,143,97,0.000000
73,143,98,0.278679
73,143,99,0.303011
73,143,100,0.000000
73,144,94,0.000000
73,144,95,0.000000
73,144,96,0.000000
73,144,97,0.261751
73,144,98,0.253375
73,144,99,0.447522
73,145,93,0.000000
73,145,94,0.000000
73,145,95,0.000000
73,145,96,0.392471
73,145,97,0.274857
73,145,98,0.421085
74,96,98,0.000000
74,96,99,0.000000
74,96,100,0.000000
74,96,101,0.484867
74,96,102,0.484867
74,96,103,0.484867
74,96,104,0.000000
74,96,105,0.000000
74,96,106,0.000000
74,96,107,0.000000
74,97,99,0.000000
74,97,100,0.000000
74,97,101,0.000000
74,97,102,0.430360
74,97,103,0.584816
74,97,104,0.000000
74,97,105,0.000000
74,97,106,0.000000
74,97,107,0.000000
74,98,99,0.000000
74,98,100,0.000000
74,98,101,0.000000
74,98,102,0.451298
74,98,103,0.555046
74,98,104,0.578756
74,98,105,0.000000
74,98,106,0.000000
74,98,107,0.000000
74,99,100,0.000000
74,99,101,0.000000
74,99,102,0.000000
74,99,103,0.484884
74,99,104,0.527294
74,99,105,0.000000
74,99,106,0.000000
74,99,107,0.000000
74,100,101,0.000000
74,100,102,0.000000
74,100,103,0.409243
74,100,104,0.473189
74,100,105,0.000000
74,100,106,0.000000
74,100,107,0.000000
74,101,102,0.000000
74,101,103,0.335140
74,101,104,0.369064
74,101,105,0.305660
74,101,106,0.000000
74,101,107,0.000000
74,102,102,0.000000
74,102,103,0.000000
74,102,104,0.332498
74,102,105,0.361078
74,102,106,0.000000
74,102,107,0.000000
74,102,108,0.000000
74,103,103,0.000000
74,103,104,0.321592
74,103,105,0.338355
74,103,106,0.000000
74,103,107,0.000000
74,103,108,0.000000
74,103,109,0.000000
74,104,103,0.000000
74,104,104,0.358860
74,104,105,0.361902
74,104,106,0.339776
74,104,107,0.000000
74,104,108,0.000000
74,104,109,0.000000
74,105,104,0.000000
74,105,105,0.396262
74,105,106,0.399056
74,105,107,0.000000
74,105,108,0.000000
74,105,109,0.000000
74,105,110,0.000000
74,106,104,0.000000
74,106,105,0.401333
74,106,106,0.165587
74,106,107,0.000000
74,106,108,0.000000
74,106,109,0.000000
74,106,110,0.000000
74,107,104,0.000000
74,107,105,0.396789
74,107,106,0.173865
74,107,107,0.000000
74,107,108,0.000000
74,107,109,0.000000
74,107,110,0.000000
74,108,104,0.000000
74,108,105,0.386951
74,108,106,0.184850
74,108,107,0.000000
74,108,108,0.000000
74,108,109,0.000000
74,108,110,0.000000
74,108,111,0.000000
74,109,104,0.000000
74,109,105,0.369436
74,109,106,0.188006
74,109,107,0.000000
74,109,108,0.000000
74,109,109,0.000000
74,109,110,0.000000
74,109,111,0.000000
74,110,104,0.000000
74,110,105,0.000000
74,110,106,0.187716
74,110,107,0.179474
74,110,108,0.000000
74,110,109,0.000000
74,110,110,0.000000
74,110,111,0.000000
74,111,104,0.000000
74,111,105,0.000000
74,111,106,0.179409
74,111,107,0.174401
74,111,108,0.000000
74,111,109,0.000000
74,111,110,0.000000
74,111,111,0.000000
74,112,104,0.000000
74,112,105,0.000000
74,112,106,0.172610
74,112,107,0.168431
74,112,108,0.000000
74,112,109,0.000000
74,112,110,0.000000
74,112,111,0.000000
74,113,104,0.000000
74,113,105,0.000000
74,113,106,0.170592
74,113,107,0.165510
74,113,108,0.000000
74,113,109,0.000000
74,113,110,0.000000
74,113,111,0.000000
74,114,104,0.000000
74,114,105,0.000000
74,114,106,0.175548
74,114,107,0.166571
74,114,108,0.000000
74,114,109,0.000000
74,114,110,0.000000
74,114,111,0.000000
74,115,104,0.000000
74,115,105,0.000000
74,115,106,0.190910
74,115,107,0.176930
74,115,108,0.000000
74,115,109,0.000000
74,115,110,0.000000
74,115,111,0.000000
74,116,104,0.000000
74,116,105,0.000000
74,116,106,0.206685
74,116,107,0.189960
74,116,108,0.000000
74,116,109,0.000000
74,116,110,0.000000
74,116,111,0.000000
74,117,104,0.000000
74,117,105,0.000000
74,117,106,0.226713
74,117,107,0.205484
74,117,108,0.191387
74,117,109,0.000000
74,117,110,0.000000
74,118,104,0.000000
74,118,105,0.000000
74,118,106,0.236608
74,118,107,0.220051
74,118,108,0.205822
74,118,109,0.000000
74,118,110,0.000000
74,119,104,0.000000
74,119,105,0.000000
74,119,106,0.255456
74,119,107,0.251090
74,119,108,0.216382
74,119,109,0.000000
74,120,103,0.000000
74,120,104,0.000000
74,120,105,0.000000
74,120,106,0.270034
74,120,107,0.260832
74,120,108,0.243198
74,120,109,0.000000
74,120,110,0.000000
74,121,103,0.000000
74,121,104,0.000000
74,121,105,0.000000
74,121,106,0.275155
74,121,107,0.249623
74,121,108,0.241408
74,121,109,0.000000
74,121,110,0.000000
74,122,103,0.000000
74,122,104,0.000000
74,122,105,0.000000
74,122,106,0.286606
74,122,107,0.271267
74,122,108,0.000000
74,122,109,0.000000
74,122,110,0.000000
74,123,103,0.000000
74,123,104,0.000000
74,123,105,0.000000
74,123,106,0.286439
74,123,107,0.273695
74,123,108,0.000000
74,123,109,0.000000
74,123,110,0.000000
74,124,103,0.000000
74,124,104,0.000000
74,124,105,0.000000
74,124,106,0.286638
74,124,107,0.275147
74,124,108,0.000000
74,124,109,0.000000
74,124,110,0.000000
74,125,103,0.000000
74,125,104,0.000000
74,125,105,0.000000
74,125,106,0.286170
74,125,107,0.277191
74,125,108,0.000000
74,125,109,0.000000
74,126,102,0.000000
74,126,103,0.000000
74,126,104,0.000000
74,126,105,0.302531
74,126,106,0.285854
74,126,107,0.280299
74,126,108,0.000000
74,126,109,0.000000
74,127,102,0.000000
74,127,103,0.000000
74,127,104,0.000000
74,127,105,0.310008
74,127,106,0.286070
74,127,107,0.280299
74,127,108,0.000000
74,127,109,0.000000
74,128,102,0.000000
74,128,103,0.000000
74,128,104,0.000000
74,128,105,0.301174
74,128,106,0.294431
74,128,107,0.000000
74,128,108,0.000000
74,129,102,0.000000
74,129,103,0.000000
74,129,104,0.309052
74,129,105,0.291368
74,129,106,0.288776
74,129,107,0.000000
74,129,108,0.000000
74,130,101,0.000000
74,130,102,0.000000
74,130,103,0.000000
74,130,104,0.305742
74,130,105,0.290186
74,130,106,0.254107
74,130,107,0.000000
74,130,108,0.000000
74,131,101,0.000000
74,131,102,0.000000
74,131,103,0.332783
74,131,104,0.299829
74,131,105,0.289686
74,131,106,0.000000
74,131,107,0.000000
74,131,108,0.000000
74,131,109,0.000000
74,132,100,0.000000
74,132,101,0.000000
74,132,102,0.000000
74,132,103,0.338045
74,132,104,0.338045
74,132,105,0.323039
74,132,106,0.000000
74,132,107,0.000000
74,133,100,0.000000
74,133,101,0.000000
74,133,102,0.328754
74,133,103,0.330738
74,133,104,0.330738
74,133,105,0.361339
74,133,106,0.000000
74,133,107,0.000000
74,134,99,0.000000
74,134,100,0.000000
74,134,101,0.000000
74,134,102,0.330653
74,134,103,0.323039
74,134,104,0.330653
74,134,105,0.000000
74,134,106,0.000000
74,135,99,0.000000
74,135,100,0.000000
74,135,101,0.000000
74,135,102,0.329304
74,135,103,0.310486
74,135,104,0.342639
74,135,105,0.342639
74,136,98,0.000000
74,136,99,0.000000
74,136,100,0.000000
74,136,101,0.352479
74,136,102,0.323411
74,136,103,0.305820
74,136,104,0.000000
74,136,105,0.000000
74,137,98,0.000000
74,137,99,0.000000
74,137,100,0.365458
74,137,101,0.361339
74,137,102,0.317539
74,137,103,0.000000
74,137,104,0.271178
74,137,105,0.000000
74,138,97,0.000000
74,138,98,0.000000
74,138,99,0.000000
74,138,100,0.360388
74,138,101,0.342286
74,138,102,0.370263
74,138,103,0.360388
74,138,104,0.000000
74,138,105,0.000000
74,139,97,0.000000
74,139,98,0.000000
74,139,99,0.381979
74,139,100,0.354675
74,139,101,0.321349
74,139,102,0.000000
74,139,103,0.361339
74,139,104,0.000000
74,140,96,0.000000
74,140,97,0.000000
74,140,98,0.000000
74,140,99,0.362732
74,140,100,0.381979
74,140,101,0.000000
74,140,102,0.360388
74,140,103,0.000000
74,140,104,0.000000
74,141,95,0.000000
74,141,96,0.000000
74,141,97,0.000000
74,141,98,0.353996
74,141,99,0.337051
74,141,100,0.362732
74,141,101,0.000000
74,141,102,0.387655
74,141,103,0.000000
74,141,104,0.000000
74,142,94,0.000000
74,142,95,0.000000
74,142,96,0.000000
74,142,97,0.321685
74,142,98,0.325649
74,142,99,0.353996
74,142,100,0.000000
74,142,101,0.362732
74,142,103,0.000000
74,143,94,0.000000
74,143,95,0.000000
74,143,96,0.000000
74,143,97,0.303459
74,143,98,0.291589
74,143,99,0.000000
74,143,100,0.000000
74,144,93,0.000000
74,144,94,0.000000
74,144,95,0.000000
74,144,96,0.304186
74,144,97,0.314966
74,144,98,0.317258
74,144,99,0.000000
74,145,92,0.000000
74,145,93,0.000000
74,145,94,0.000000
74,145,95,0.287000
74,145,96,0.290123
74,145,97,0.304186
74,145,98,0.000000
74,145,99,0.369956
75,96,97,0.000000
75,96,98,0.000000
75,96,99,0.000000
75,96,100,0.000000
75,96,101,0.529118
75,96,102,0.553822
75,96,103,0.000000
75,96,104,0.000000
75,96,105,0.000000
75,96,106,0.000000
75,97,98,0.000000
75,97,99,0.000000
75,97,100,0.000000
75,97,101,0.475951
75,97,102,0.475951
75,97,103,0.000000
75,97,104,0.000000
75,97,105,0.000000
75,97,106,0.000000
75,98,98,0.000000
75,98,99,0.000000
75,98,100,0.000000
75,98,101,0.545200
75,98,102,0.433189
75,98,103,0.433189
75,98,104,0.000000
75,98,105,0.000000
75,98,106,0.000000
75,99,99,0.000000
75,99,100,0.000000
75,99,101,0.000000
75,99,102,0.461764
75,99,103,0.403183
75,99,104,0.000000
75,99,105,0.000000
75,99,106,0.000000
75,100,100,0.000000
75,100,101,0.000000
75,100,102,0.366185
75,100,103,0.366185
75,100,104,0.000000
75,100,105,0.000000
75,100,106,0.000000
75,101,100,0.000000
75,101,101,0.000000
75,101,102,0.320401
75,101,103,0.320401
75,101,104,0.000000
75,101,105,0.000000
75,101,106,0.000000
75,101,107,0.000000
75,102,101,0.000000
75,102,102,0.000000
75,102,103,0.301119
75,102,104,0.301119
75,102,105,0.000000
75,102,106,0.000000
75,102,107,0.000000
75,103,101,0.000000
75,103,102,0.000000
75,103,103,0.321592
75,103,104,0.338355
75,103,105,0.000000
75,103,106,0.000000
75,103,107,0.000000
75,104,102,0.000000
75,104,103,0.358860
75,104,104,0.361902
75,104,105,0.000000
75,104,106,0.000000
75,104,107,0.000000
75,104,108,0.000000
75,105,102,0.000000
75,105,103,0.000000
75,105,104,0.396262
75,105,105,0.399056
75,105,106,0.000000
75,105,107,0.000000
75,105,108,0.000000
75,106,103,0.000000
75,106,104,0.401333
75,106,105,0.419597
75,106,106,0.000000
75,106,107,0.000000
75,106,108,0.000000
75,106,109,0.000000
75,107,103,0.000000
75,107,104,0.396789
75,107,105,0.428807
75,107,106,0.000000
75,107,107,0.000000
75,107,108,0.000000
75,107,109,0.000000
75,108,103,0.000000
75,108,104,0.386951
75,108,105,0.424314
75,108,106,0.000000
75,108,107,0.000000
75,108,108,0.000000
75,108,109,0.000000
75,109,103,0.000000
75,109,104,0.395774
75,109,105,0.412327
75,109,106,0.000000
75,109,107,0.000000
75,109,108,0.000000
75,109,109,0.000000
75,109,110,0.000000
75,110,103,0.000000
75,110,104,0.000000
75,110,105,0.396701
75,110,106,0.410355
75,110,107,0.000000
75,110,108,0.000000
75,110,109,0.000000
75,110,110,0.000000
75,111,103,0.000000
75,111,104,0.000000
75,111,105,0.339579
75,111,106,0.440602
75,111,107,0.000000
75,111,108,0.000000
75,111,109,0.000000
75,111,110,0.000000
75,112,103,0.000000
75,112,104,0.000000
75,112,105,0.334285
75,112,106,0.196698
75,112,107,0.000000
75,112,108,0.000000
75,112,109,0.000000
75,112,110,0.000000
75,112,111,0.000000
75,113,103,0.000000
75,113,104,0.000000
75,113,105,0.346380
75,113,106,0.192689
75,113,107,0.000000
75,113,108,0.000000
75,113,109,0.000000
75,113,110,0.000000
75,113,111,0.000000
75,114,103,0.000000
75,114,104,0.000000
75,114,105,0.461482
75,114,106,0.522382
75,114,107,0.000000
75,114,108,0.000000
75,114,109,0.000000
75,114,110,0.000000
75,114,111,0.000000
75,114,112,0.000000
75,115,103,0.000000
75,115,104,0.000000
75,115,105,0.467014
75,115,106,0.530032
75,115,107,0.000000
75,115,108,0.000000
75,115,109,0.000000
75,115,110,0.000000
75,115,111,0.000000
75,115,112,0.000000
75,116,103,0.000000
75,116,104,0.000000
75,116,105,0.459210
75,116,106,0.518867
75,116,107,0.000000
75,116,108,0.000000
75,116,109,0.000000
75,116,110,0.000000
75,116,111,0.000000
75,116,112,0.000000
75,117,103,0.000000
75,117,104,0.000000
75,117,105,0.432144
75,117,106,0.486636
75,117,107,0.000000
75,117,108,0.000000
75,117,109,0.000000
75,117,110,0.000000
75,117,111,0.000000
75,117,112,0.000000
75,118,103,0.000000
75,118,104,0.000000
75,118,105,0.384427
75,118,106,0.300005
75,118,107,0.000000
75,118,108,0.000000
75,118,109,0.000000
75,118,110,0.000000
75,119,103,0.000000
75,119,104,0.000000
75,119,105,0.392413
75,119,106,0.311532
75,119,107,0.000000
75,119,108,0.000000
75,119,109,0.000000
75,120,103,0.000000
75,120,104,0.000000
75,120,105,0.321559
75,120,106,0.318772
75,120,107,0.000000
75,120,108,0.000000
75,120,109,0.000000
75,120,110,0.000000
75,121,103,0.000000
75,121,104,0.000000
75,121,105,0.329647
75,121,106,0.329647
75,121,107,0.000000
75,121,108,0.000000
75,121,109,0.000000
75,121,110,0.000000
75,122,102,0.000000
75,122,103,0.000000
75,122,104,0.000000
75,122,105,0.338677
75,122,106,0.338677
75,122,107,0.000000
75,122,108,0.000000
75,122,109,0.000000
75,122,110,0.000000
75,123,102,0.000000
75,123,103,0.000000
75,123,104,0.000000
75,123,105,0.331451
75,123,106,0.309773
75,123,107,0.000000
75,123,108,0.000000
75,123,109,0.000000
75,123,110,0.000000
75,124,102,0.000000
75,124,103,0.000000
75,124,104,0.000000
75,124,105,0.325685
75,124,106,0.302618
75,124,107,0.000000
75,124,108,0.000000
75,124,109,0.000000
75,124,110,0.000000
